comparison,comparison_label,source,goal,token,Ensembl_ID,Gene_name,n_donors_evaluable,n_donors_nonzero,n_cells_total,median_cells_per_donor,median_donor_effect,mean_donor_effect,min_donor_effect,max_donor_effect,n_donors_positive,n_donors_negative,sign_concordance,bootstrap_ci_low,bootstrap_ci_high,ci_excludes_zero,same_direction_pass_70
luad_to_normal,LUAD → NORMAL,luad,normal,15353,ENSG00000185800,DMWD,15,15,27,1.0,0.0003594458103179,0.00163181308243,-0.0112704038619995,0.0219855606555938,8,7,0.5333333333333333,-0.0019097714933256,0.0054589368278781,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,889,ENSG00000064651,SLC12A2,16,16,31,1.5,0.0003588646650314,-0.0033549508079886,-0.0392607748508453,0.0087077642480532,9,7,0.5625,-0.0096194288615758,0.0019008902173178,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,10802,ENSG00000163349,HIPK1,18,18,88,4.0,0.0003583920188248,0.0004075409356682,-0.0050730220973491,0.0115181431174278,11,7,0.6111111111111112,-0.0013933256477925,0.0024143611350732,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,7219,ENSG00000136731,UGGT1,16,16,38,2.0,0.0003583263605833,-0.0007798676379024,-0.0138609061638514,0.0082339644432067,10,6,0.625,-0.0031582045233032,0.0016137353959493,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,13623,ENSG00000175711,B3GNTL1,10,10,21,2.0,0.0003583009044329,0.0009847192714611,-0.0124794542789459,0.0171588733792305,7,3,0.7,-0.0029726762572924,0.0059396889122823,False,True
luad_to_normal,LUAD → NORMAL,luad,normal,11770,ENSG00000166912,MTMR10,6,6,6,1.0,0.0003582239151,-0.0020470370848973,-0.0126178264617919,0.0019943416118621,4,2,0.6666666666666666,-0.0068752566973368,0.0012526550640662,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,4248,ENSG00000114405,CEP15,15,15,24,1.0,0.0003580749034881,-0.0015605839548839,-0.0199027555063366,0.0136886686086654,8,7,0.5333333333333333,-0.0061684138160198,0.0025650376511944,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,16397,ENSG00000197081,IGF2R,16,16,49,3.0,0.0003577683120965,-5.230593184630096e-05,-0.0160349551588296,0.0210290774703025,9,7,0.5625,-0.0034546882628152,0.0036618929497975,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,8663,ENSG00000145990,GFOD1,16,16,42,2.0,0.0003575921058654,-0.0024348597818364,-0.0498489923775196,0.0127165224403142,10,6,0.625,-0.0098524020641343,0.0022673735127318,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,7140,ENSG00000136240,KDELR2,18,18,197,12.5,0.0003573458286977,0.00065184536173,-0.0138066958349484,0.0135771185159683,10,8,0.5555555555555556,-0.0020158959078978,0.0029687027906035,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,5164,ENSG00000121931,LRIF1,18,18,61,3.5,0.0003569453954696,-0.0011307300842076,-0.018571600317955,0.0150989970813194,9,9,0.5,-0.0046991210761997,0.0022686794174529,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,6691,ENSG00000133773,CCDC59,17,17,286,18.0,0.0003562366420572,-0.000145047062909,-0.00677012439285,0.0049857497215271,11,6,0.6470588235294118,-0.0014592142031767,0.0011556484355194,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,17315,ENSG00000205220,PSMB10,17,17,188,11.0,0.0003549471231443,0.0005220802685669,-0.0058379638940095,0.0091765214289937,9,8,0.5294117647058824,-0.0012091967158801,0.0023816741526487,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,623,ENSG00000047579,DTNBP1,17,17,90,5.0,0.000354195634524,-0.0007433828246891,-0.0163444566229979,0.0097904254992802,10,7,0.5882352941176471,-0.0036119409204011,0.0019429815648526,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,3142,ENSG00000105676,ARMC6,16,16,22,1.0,0.0003540217876434,8.970110987623525e-05,-0.0302944183349609,0.0223397314548492,8,8,0.5,-0.005359902655861,0.0047818804858252,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,5821,ENSG00000127191,TRAF2,15,15,38,2.0,0.000353418290615,-0.0001971481574906,-0.0250048041343688,0.0101061314344406,8,7,0.5333333333333333,-0.0048628141337798,0.0033084400329324,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,15873,ENSG00000188313,PLSCR1,17,17,102,7.0,0.0003531341041837,0.0023805127996537,-0.0111422389745712,0.0330221503973007,9,8,0.5294117647058824,-0.001592020786643,0.0077405799772454,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,3075,ENSG00000105393,BABAM1,17,17,139,9.0,0.0003530404397419,-7.348039602330326e-05,-0.0071916008368134,0.0045030454380644,10,7,0.5882352941176471,-0.001478548476169,0.0012516708771795,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,17541,ENSG00000213281,NRAS,16,16,45,2.5,0.0003527452548344,-0.0010332599670315,-0.0173164308071136,0.0057677626609802,9,7,0.5625,-0.0038811711891321,0.0016096737008774,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,13147,ENSG00000172954,LCLAT1,9,9,14,1.0,0.0003521740436553,-0.0005279641805423,-0.0360232181847095,0.0394335687160491,5,4,0.5555555555555556,-0.0135637246667303,0.0128852372833838,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,8912,ENSG00000147996,ZNG1E,16,16,55,3.0,0.0003517294923464,-0.0018960971501655,-0.0173280797898769,0.0067048023144404,8,8,0.5,-0.0051442888382007,0.0009295042348094,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,17779,ENSG00000215712,TMEM242,16,16,77,5.5,0.0003514376779397,-0.0002130022422144,-0.011597362657388,0.0135668426131208,9,7,0.5625,-0.0033368706077453,0.0028701072687233,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,5156,ENSG00000121892,PDS5A,17,17,69,4.0,0.0003512383749087,-0.0009660654182151,-0.0345298424363136,0.0120013107856114,9,8,0.5294117647058824,-0.0061932513753541,0.0025341809140674,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,6359,ENSG00000131435,PDLIM4,10,10,12,1.0,0.0003509223461151,0.002936041355133,-0.016628473997116,0.0329979360103607,7,3,0.7,-0.00341248171404,0.0112900070101022,False,True
luad_to_normal,LUAD → NORMAL,luad,normal,4862,ENSG00000119471,HSDL2,15,15,21,1.0,0.0003508329391479,-0.0022223244110743,-0.0461017042398452,0.0350036937743425,8,7,0.5333333333333333,-0.0106150013208389,0.0061144034874935,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,5146,ENSG00000121774,KHDRBS1,19,19,308,18.0,0.000350602553226,0.0010315672365867,-0.0043965480045268,0.0067750960588455,10,9,0.5263157894736842,-0.000273438589954,0.0022458817265463,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,3653,ENSG00000109670,FBXW7,18,18,72,4.0,0.0003499597311019,7.737056012191468e-05,-0.0073854848742485,0.0071442294865846,9,9,0.5,-0.0015469928930153,0.001732513878455,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,7439,ENSG00000137824,RMDN3,17,17,50,3.0,0.0003496706485748,0.0005388565763246,-0.0044255070388317,0.0046964334324002,13,4,0.7647058823529411,-0.0006267134301072,0.0017143155484661,False,True
luad_to_normal,LUAD → NORMAL,luad,normal,16554,ENSG00000197724,PHF2,10,10,15,1.0,0.0003491565585136,-0.0041053153574466,-0.0474528819322586,0.0157608985900878,5,5,0.5,-0.0150952772051095,0.0046659563481807,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,7003,ENSG00000135541,AHI1,16,16,84,5.0,0.000348832990442,-2.7699867588659935e-05,-0.0216376446187496,0.0080782890319824,9,7,0.5625,-0.0033974331330567,0.0026896263702055,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,16930,ENSG00000198912,C1orf174,16,16,53,3.0,0.000348104784886,-2.6918561585868427e-05,-0.0170205533504486,0.0116498470306396,10,6,0.625,-0.0033635849331039,0.0027882282115751,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,1349,ENSG00000076685,NT5C2,14,14,30,2.0,0.0003470405936241,0.0058710787977491,-0.0190994068980216,0.0462757349014282,7,7,0.5,-0.0024207634940033,0.0157298267464197,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,16722,ENSG00000198331,HYLS1,14,14,25,2.0,0.0003465861082077,-0.0004106124508238,-0.0250557959079742,0.0297422632575035,7,7,0.5,-0.0066084068401583,0.0057199076172851,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,6959,ENSG00000135365,PHF21A,16,16,37,2.0,0.0003460861742496,0.0007388310468134,-0.0059609627351164,0.0077480748295784,8,8,0.5,-0.0012033255275067,0.0026177174172092,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,12170,ENSG00000168556,ING2,16,16,66,4.0,0.0003456847431759,7.307679680663981e-06,-0.0090189464390277,0.0074763089418411,10,6,0.625,-0.0019481633173806,0.0019618786937401,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,14498,ENSG00000181450,ZNF678,7,7,9,1.0,0.0003455579280853,0.0004933742540223,-0.0021809041500091,0.0047704428434371,4,3,0.5714285714285714,-0.0010989571788481,0.0021668447447674,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,13330,ENSG00000173928,SWSAP1,12,12,21,2.0,0.0003454908728599,0.0002445137749115,-0.0067049860954284,0.0084565579891204,7,5,0.5833333333333334,-0.0019978214676181,0.0024717797680447,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,14439,ENSG00000181007,ZFP82,7,7,15,2.0,0.0003454834222793,0.0027789325852479,-0.0034001469612121,0.0163005338981747,4,3,0.5714285714285714,-0.0013251329639128,0.0080913772108033,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,14453,ENSG00000181061,HIGD1A,18,18,129,8.5,0.0003453061162006,0.0005985530592515,-0.0080044064670801,0.0077156424522399,10,8,0.5555555555555556,-0.0013200018885109,0.0024704929415163,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,9458,ENSG00000152942,RAD17,16,16,42,3.0,0.0003444869071245,-0.0006031396177907,-0.0457000564783811,0.0365509986877441,9,7,0.5625,-0.0097234474679377,0.008059508446604,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,5427,ENSG00000124216,SNAI1,4,4,5,1.0,0.0003444645553827,-0.0015678917989134,-0.0089160948991775,0.0019555985927581,2,2,0.5,-0.0063888169825077,0.00157430768013,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,18669,ENSG00000254685,FPGT,7,7,10,1.0,0.0003435611724853,0.0012648706989628,-0.0306474417448043,0.0255348645150661,4,3,0.5714285714285714,-0.0113852561185402,0.0130053135965551,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,1174,ENSG00000072121,ZFYVE26,8,8,14,2.0,0.0003431886434555,0.0004632504036029,-0.0080824866890907,0.0113612413406372,4,4,0.5,-0.0036190542081991,0.0045641828794032,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,13559,ENSG00000175324,LSM1,18,18,202,12.5,0.000342601245003,-0.0005772646581697,-0.0053206097334623,0.0030947599027838,9,9,0.5,-0.0017336812747838,0.0005293447993627,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,6378,ENSG00000131558,EXOC4,17,17,59,4.0,0.0003420151770114,-0.0007063983483057,-0.0154502540826797,0.0131840780377388,9,8,0.5294117647058824,-0.0033807439985228,0.0017861726794245,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,9649,ENSG00000154678,PDE1C,1,1,1,1.0,0.0003414452075958,0.0003414452075958,0.0003414452075958,0.0003414452075958,1,0,1.0,0.0003414452075958,0.0003414452075958,True,True
luad_to_normal,LUAD → NORMAL,luad,normal,16074,ENSG00000189266,PNRC2,18,18,260,14.0,0.0003405095091419,-6.852869539322486e-05,-0.0086731761693954,0.0062265819869935,10,8,0.5555555555555556,-0.0019042429725017,0.0014992410567334,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,5288,ENSG00000123106,CCDC91,18,18,133,8.0,0.000340361189511,0.0013759038377408,-0.0098052625026967,0.0121321883052587,10,8,0.5555555555555556,-0.0009249211878025,0.0042495557462601,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,10823,ENSG00000163428,LRRC58,16,16,66,4.0,0.0003401078283786,0.000308500653288,-0.0087870471179485,0.0109667765597502,9,7,0.5625,-0.0019201992778107,0.0024711416163093,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,309,ENSG00000011600,TYROBP,18,18,221,12.5,0.0003399768844246,0.0014881769031368,-0.002184221210579,0.0077202123486333,11,7,0.6111111111111112,0.0001688138235348,0.002824331411669,True,False
luad_to_normal,LUAD → NORMAL,luad,normal,12715,ENSG00000171049,FPR2,1,1,1,1.0,0.0003399699926376,0.0003399699926376,0.0003399699926376,0.0003399699926376,1,0,1.0,0.0003399699926376,0.0003399699926376,True,True
luad_to_normal,LUAD → NORMAL,luad,normal,880,ENSG00000064313,TAF2,15,15,36,2.0,0.0003391504287719,0.0006857607203225,-0.009570226073265,0.0278310030698776,8,7,0.5333333333333333,-0.0031231765759487,0.0057472856498012,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,12180,ENSG00000168612,ZSWIM1,2,2,2,1.0,0.0003387928009033,0.0003387928009033,-0.0039515197277069,0.0046291053295135,1,1,0.5,-0.0039515197277069,0.0046291053295135,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,13835,ENSG00000177042,TMEM80,16,16,47,2.5,0.000338583253324,-0.0006675782325189,-0.0155024627844492,0.0066664765278498,9,7,0.5625,-0.0032280428585363,0.0014254412298656,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,15987,ENSG00000188846,RPL14,19,19,1366,90.0,0.0003382278413608,0.0005543738212003,-0.0014889662464459,0.004294491186738,12,7,0.631578947368421,-7.308183321586258e-05,0.0012479962998991,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,17087,ENSG00000204256,BRD2,18,18,351,21.5,0.0003380808406151,0.0004696570030801,-0.0026171292577471,0.0048640480166987,10,8,0.5555555555555556,-0.0005213344676236,0.0014166911538247,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,6182,ENSG00000130402,ACTN4,18,18,172,8.0,0.0003380150844653,0.0002704035872221,-0.003395877449828,0.0061026983536206,10,8,0.5555555555555556,-0.0008928019274837,0.0015436331392718,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,182,ENSG00000007341,ST7L,13,13,20,1.0,0.0003372132778167,-0.0037542077211233,-0.0564113706350326,0.0081747174263,7,6,0.5384615384615384,-0.0134934278348317,0.0021842087404086,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,3984,ENSG00000112208,BAG2,14,14,39,2.5,0.0003364137373864,0.0009439100866161,-0.0077579468488693,0.0226454064249992,8,6,0.5714285714285714,-0.0022645648956919,0.0050814282720065,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,6437,ENSG00000132005,RFX1,15,15,45,3.0,0.0003353953361511,0.0002165657861365,-0.0077124834060668,0.0133103914558887,8,7,0.5333333333333333,-0.0021830507657594,0.0026473089874618,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,716,ENSG00000053900,ANAPC4,16,16,35,2.0,0.0003353618085384,-0.0016498430942495,-0.0155310779809951,0.0075332224369049,8,8,0.5,-0.0052511030631527,0.0012908550159772,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,11184,ENSG00000164494,PDSS2,14,14,32,1.5,0.0003351978957653,-0.0013509663087981,-0.01349488645792,0.0041841268539428,8,6,0.5714285714285714,-0.0039671846443698,0.0009155654663308,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,2025,ENSG00000095596,CYP26A1,1,1,1,1.0,0.0003347098827362,0.0003347098827362,0.0003347098827362,0.0003347098827362,1,0,1.0,0.0003347098827362,0.0003347098827362,True,True
luad_to_normal,LUAD → NORMAL,luad,normal,6830,ENSG00000134594,RAB33A,15,15,41,2.0,0.0003346602121988,0.0003735807041327,-0.0153132528066635,0.0110479444265365,8,7,0.5333333333333333,-0.0032284872548447,0.0034765423917108,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,8518,ENSG00000144857,BOC,2,2,2,1.0,0.0003345906734466,0.0003345906734466,-0.0076994597911834,0.0083686411380767,1,1,0.5,-0.0076994597911834,0.0083686411380767,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,4370,ENSG00000115310,RTN4,19,19,307,19.0,0.0003340205266362,-0.0003575134076482,-0.0050732718611305,0.0022837132925078,11,8,0.5789473684210527,-0.0013379086763974,0.0005387075889924,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,4094,ENSG00000112992,NNT,16,16,40,2.0,0.000332236289978,0.0009534708845118,-0.0056875546773274,0.0112564973533153,9,7,0.5625,-0.0006946315802633,0.0029149939418615,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,13842,ENSG00000177082,WDR73,18,18,53,2.5,0.0003321815282106,-0.0007280922184387,-0.0269860029220581,0.0154166221618652,10,8,0.5555555555555556,-0.0052745488965538,0.0033146409766265,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,14097,ENSG00000178719,GRINA,17,17,70,4.0,0.0003316599875688,0.0003134137287346,-0.011785639449954,0.0064711980521678,10,7,0.5882352941176471,-0.001758781035455,0.0021715514946217,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,9413,ENSG00000152520,PAN3,18,18,68,3.5,0.0003315731883049,0.0014139726905832,-0.0123717412352561,0.0312588289380073,11,7,0.6111111111111112,-0.0021245553733278,0.0056477259679712,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,8761,ENSG00000146828,SLC12A9,12,12,35,2.5,0.0003309436142444,0.0005221487540337,-0.017192468047142,0.0118406619876623,6,6,0.5,-0.0034181141677416,0.0038944635892079,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,1848,ENSG00000089902,RCOR1,16,16,39,2.0,0.0003305628895759,-0.0001333079378431,-0.0128154754638671,0.009902536869049,9,7,0.5625,-0.0029084876726847,0.0023113844939507,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,4896,ENSG00000119689,DLST,16,16,45,2.0,0.0003300992151101,-0.000174125850511,-0.0170370042324066,0.0101909339427948,9,7,0.5625,-0.0035093672806397,0.002976978427614,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,10462,ENSG00000161671,EMC10,17,17,222,13.0,0.0003299564123153,0.0001157738820779,-0.0098405468922394,0.0102319717407226,9,8,0.5294117647058824,-0.0016964936317638,0.002007251792345,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,1045,ENSG00000068654,POLR1A,9,9,17,2.0,0.0003298918406168,-0.0009740236456747,-0.014268085360527,0.0078182220458984,6,3,0.6666666666666666,-0.0058452171721944,0.0032861951600622,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,3159,ENSG00000105726,ATP13A1,13,13,29,2.0,0.000329703092575,0.0004265627704369,-0.0230409279465675,0.0318643692880868,8,5,0.6153846153846154,-0.0057937908545136,0.0073577500421267,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,3766,ENSG00000110700,RPS13,19,19,1373,91.0,0.0003297022543847,0.0001424149653535,-0.0051926970481872,0.0044092915597416,12,7,0.631578947368421,-0.0006733023673879,0.0009247412882366,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,16728,ENSG00000198355,PIM3,18,18,232,13.0,0.0003286192121987,0.0008265203454785,-0.0051517779273646,0.010569194065673,10,8,0.5555555555555556,-0.0007386535979627,0.002482144092871,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,4518,ENSG00000116251,RPL22,19,19,1256,83.0,0.0003279106143642,0.0001879025412865,-0.0063612461090087,0.003181754323166,12,7,0.631578947368421,-0.0007502706152638,0.000984970445062,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,4008,ENSG00000112305,SMAP1,18,18,175,11.0,0.0003276718780398,-0.0005141477557149,-0.0063080380981167,0.003380462527275,10,8,0.5555555555555556,-0.001722247775471,0.0007258766671762,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,2697,ENSG00000102882,MAPK3,14,14,36,2.5,0.0003270929058392,0.0003733223899692,-0.0091465711593627,0.0105657981974737,8,6,0.5714285714285714,-0.0017911378059814,0.0026209017318882,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,6255,ENSG00000130770,ATP5IF1,19,19,492,32.0,0.0003259095418102,0.0001963852709529,-0.003462133069451,0.0038427710533142,10,9,0.5263157894736842,-0.0006060077268385,0.0009585198381718,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,6608,ENSG00000133059,DSTYK,14,14,39,3.0,0.000325803955396,0.0018074541485735,-0.0089927278459072,0.0147172734141349,8,6,0.5714285714285714,-0.0016244809977,0.0052552456446435,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,7015,ENSG00000135624,CCT7,18,18,251,15.5,0.0003257251503754,-0.0001078103764284,-0.0059195136760964,0.0038582997826429,11,7,0.6111111111111112,-0.0013161244170273,0.0010378766983918,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,16364,ENSG00000196961,AP2A1,16,16,46,2.0,0.0003256902098655,0.0014191332971677,-0.0051025748252868,0.014395515124003,9,7,0.5625,-0.0010363872653882,0.0039989548700395,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,19094,ENSG00000266967,AARSD1,15,15,61,4.0,0.0003256276249885,-0.0014772683713171,-0.0285852427283922,0.0094693774978319,9,6,0.6,-0.0059619964659214,0.0018142489095528,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,7232,ENSG00000136816,TOR1B,15,15,29,2.0,0.0003250837326049,-0.0037792830831474,-0.033299796283245,0.01603997250398,8,7,0.5333333333333333,-0.0105252009795771,0.0022606334110928,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,9851,ENSG00000156521,TYSND1,16,16,52,3.0,0.0003242219487826,0.0006994850911377,-0.0186192840337753,0.0148282442241907,9,7,0.5625,-0.0027882902969195,0.00364715893642,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,35,ENSG00000003056,M6PR,18,18,223,13.5,0.0003238917638858,-0.0001033705038241,-0.0050843604482137,0.0065539926290512,11,7,0.6111111111111112,-0.0013087379342569,0.0012295608215494,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,11542,ENSG00000166002,SMCO4,14,14,30,2.0,0.0003238106146454,0.0001996609249285,-0.0149881914258003,0.0204517394304275,8,6,0.5714285714285714,-0.0046064744126938,0.0053846028788636,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,5769,ENSG00000126705,AHDC1,12,12,20,2.0,0.0003227405250072,-0.0023762649959988,-0.0339164771139621,0.0081683695316314,6,6,0.5,-0.0092545337224793,0.0030115806420023,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,8679,ENSG00000146083,RNF44,16,16,86,5.0,0.0003217138350009,0.0001768700933704,-0.0058163955807685,0.0047866161912679,9,7,0.5625,-0.0013145052506782,0.0016597947214419,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,10091,ENSG00000158636,EMSY,16,16,45,2.0,0.0003215583662192,4.938632870713866e-05,-0.0108783096075057,0.0070920586585998,9,7,0.5625,-0.002121830463875,0.0019743519447123,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,617,ENSG00000047315,POLR2B,18,18,168,10.5,0.0003213526215404,0.0001835473593101,-0.0040364367887377,0.0090918242931365,11,7,0.6111111111111112,-0.0012021855402067,0.0016676479517385,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,4441,ENSG00000115750,TAF1B,13,13,38,3.0,0.0003195293247699,0.004530290270654,-0.0072683592637379,0.0484365075826644,7,6,0.5384615384615384,-0.0009514930763114,0.0134732315206948,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,9073,ENSG00000149357,LAMTOR1,19,19,306,18.0,0.0003194800194572,-0.0002851766682031,-0.0063290692427579,0.0040561258792877,11,8,0.5789473684210527,-0.001591706551451,0.0008651930361052,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,804,ENSG00000059769,DNAJC25,11,11,20,2.0,0.0003193318843841,-0.0008370045459631,-0.008832037448883,0.0103708604971567,6,5,0.5454545454545454,-0.0040966556153514,0.0026391678405078,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,3134,ENSG00000105656,ELL,13,13,40,3.0,0.0003191232681274,0.0018024315866522,-0.0049860402941703,0.0242974981665611,7,6,0.5384615384615384,-0.0013030158290161,0.0064212629356636,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,9110,ENSG00000149600,COMMD7,19,19,198,11.0,0.0003189955438886,-0.0004693087666346,-0.007026307284832,0.0060675342877705,10,9,0.5263157894736842,-0.001951142337557,0.0010377170071409,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,7250,ENSG00000136868,SLC31A1,11,11,14,1.0,0.0003183782100677,0.0012891130013899,-0.0087910145521163,0.0116271376609802,6,5,0.5454545454545454,-0.0018517997454513,0.0049412781034003,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,274,ENSG00000010810,FYN,18,18,450,29.0,0.0003180169214159,0.0008631534578423,-0.002927583331863,0.0064243947466214,12,6,0.6666666666666666,-5.610087127852347e-05,0.001931571921495,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,9303,ENSG00000151687,ANKAR,11,11,21,2.0,0.0003179907798767,0.0010826348355322,-0.0088824480772018,0.0089151710271835,6,5,0.5454545454545454,-0.0016024989725062,0.0036563390640146,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,7182,ENSG00000136504,KAT7,15,15,53,3.0,0.0003172233700752,-0.0006192936816267,-0.0254312581382691,0.0050541013479232,10,5,0.6666666666666666,-0.0045590922515543,0.0019176413861532,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,8462,ENSG00000144554,FANCD2,8,8,10,1.0,0.0003164410591125,-5.317525938153267e-05,-0.0094842463731765,0.0078285634517669,5,3,0.625,-0.0038813435472548,0.0035553531721234,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,4245,ENSG00000114388,NPRL2,18,18,63,3.0,0.0003163991495966,-0.001603047519666,-0.0178446695208549,0.0049541592597961,10,8,0.5555555555555556,-0.0041174708609469,0.0006219198849673,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,8051,ENSG00000141699,RETREG3,17,17,70,4.0,0.000316172838211,5.379533682133335e-05,-0.0226488802582025,0.026499968022108,9,8,0.5294117647058824,-0.0041340218230831,0.0048306862320177,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,6655,ENSG00000133392,MYH11,5,5,6,1.0,0.000316172838211,-0.0002138122916221,-0.0039065182209014,0.0026581287384033,3,2,0.6,-0.0024302661418914,0.0020026415586471,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,9599,ENSG00000154229,PRKCA,18,18,95,5.5,0.0003155080808533,0.0005602944104148,-0.0047370344400405,0.0058541700243949,10,8,0.5555555555555556,-0.0007207835096575,0.0017510782715326,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,14687,ENSG00000182557,SPNS3,17,17,69,4.0,0.0003150105476379,-0.0026757573251056,-0.02393735359822,0.0054122706254323,10,7,0.5882352941176471,-0.0061642241763363,0.0003222558328507,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,17147,ENSG00000204439,C6orf47,16,16,62,3.5,0.0003146479527155,-5.013416299507733e-05,-0.0108540164572852,0.0084486802419026,10,6,0.625,-0.0020847771244145,0.0019803256533729,False,False
luad_to_normal,LUAD → NORMAL,luad,normal,3358,ENSG00000107099,DOCK8,18,18,209,12.0,0.0003146129763788,0.0014003116212248,-0.0057176001369953,0.0082322806119918,9,9,0.5,-0.0004549476602482,0.0031265857416505,False,False
